Key,Range,Co,Rank,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Total PAX
ORDTAO10,ORDTAO,KE,10,,,0,,,,0,,,,,,,,,,,,,,,,,,,0
SJCDLC5,SJCDLC,KE,5,,,,,,,,,,,0,,,,,,,,,,,,,,,0
MEXCAN10,MEXCAN,KE,10,,,,0,,,,,,0,,,,,,0,,0,,,,,,,,0
MEXPVG15,MEXPVG,KE,15,,0,0,,0,,,,,,,,0,0,,,,,,,,,,,,0
MEXWUH11,MEXWUH,KE,11,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
IADDLC8,IADDLC,KL,8,,,,,,,,,,,,,,,,,,,0,,,,,,,0
SYDCAN21,SYDCAN,KL,21,0,,,,,,,,,,,0,0,,,0,0,,0,0,,,0,,,0
MEXDLC8,MEXDLC,KL,8,,,,,,,,,,,0,,,,,,,,,,,,,,,0
MEXWUH12,MEXWUH,KL,12,,,,,,0,,0,0,0,,,,,,,,,,,,,0,,,0
MEXTAO11,MEXTAO,KL,11,,,,,,,,0,0,,,,,,,,,,,,,0,,,,0
IADSHE5,IADSHE,LH,5,,,,,,,0,,,,,,,,,,,,,,,,,,,0
IAHXMN11,IAHXMN,LH,11,,,,,,,,,,,,,,,,0,,,,,,,,,,0
JFKSHE10,JFKSHE,LH,10,,,,0,,,,,,,,,,,,,,,,,,,,,,0
LAXCTU18,LAXCTU,LH,18,,,,,,,,,,,,,,,,,,0,,,,,,,,0
ORDTAO11,ORDTAO,LH,11,,,,,,,,,,0,,,,,,,,,,,,,,,,0
MEXXMN13,MEXXMN,LH,13,,,,,,,,,,,,,,,0,,,,,,,,,,,0
IADPEK17,IADPEK,LX,17,,,,,,,,,,,,0,,,,,,,,,,,,,,0
KIXHGH11,KIXHGH,MF,11,,,,,,,,,,,,,,,,,0,,0,,,,,,,0
NGOPVG9,NGOPVG,MF,9,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0
NRTSHA6,NRTSHA,MF,6,,,,,,,,,,,,,,,0,,,,,,,,,,,0
ORDXMN10,ORDXMN,MF,10,,,,,,,,,,,,,,,,,,,,,,,0,0,,0
SFOXMN14,SFOXMN,MF,14,,,,,,,,,,,,,,,,,,,,,,0,0,,,0
SFOPEK17,SFOPEK,MH,17,,,,,,,,,,,,,,,,0,,,,,,,,,,0
SYDCTU14,SYDCTU,MH,14,,,,,,,,,,,,,0,,,,,,,,,,,,,0
SYDFOC9,SYDFOC,MH,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,0
IADCAN16,IADCAN,MU,16,,,,,,,,,,0,,,0,,,,,,0,0,,,,,,0
IADXMN9,IADXMN,MU,9,,,,,,,,,,,,,,,,,,0,,,,,,,,0
IAHTAO6,IAHTAO,MU,6,,,,,,,,,,,,,,,,0,,,,,,,,,,0
IAHXMN12,IAHXMN,MU,12,,,0,,,,,,,,,,,,,,,,,,,,,,,0
LAXSHA11,LAXSHA,MU,11,,,,,,,,,,,,,,,,,,,,,,,0,,,0
SEAHGH7,SEAHGH,MU,7,,,,,,,0,,,,,,,,,,,,,,,,,,,0
SJCXMN6,SJCXMN,MU,6,,,,,,,,,,,0,,,,,,,,,,,,,,,0
SJCWUH4,SJCWUH,MU,4,,0,,,,,,,,,,,,0,,,0,,,,,,,,,0
IAHWUH7,IAHWUH,MU,7,,,,,,,,,,,,,,,,,,,,,,,,,0,0
SYDSHE12,SYDSHE,NZ,12,,,,,0,,,,,,,,,,,,,,,,,,,,,0
IADPVG23,IADPVG,OS,23,,,,,,,,,,,,,,,,,0,,,,,,,,,0
JFKPEK25,JFKPEK,OS,25,,,,0,,,,,,,0,,,,,,0,,,0,,,,,,0
IADCTU12,IADCTU,OZ,12,,,,,,,0,,,,,,,,,,,,,,,,,,,0
IADDLC9,IADDLC,OZ,9,,,,,,,,,,,,,,,,,,,,,,,0,0,,0
IADPEK18,IADPEK,OZ,18,,,,,,,0,,,,,,,,,,,,0,,,,,,,0
IAHCTU12,IAHCTU,OZ,12,,,,,,,,,,,,,,,,,0,,,,,,,,,0
IAHHGH5,IAHHGH,OZ,5,,0,,,,,,,,,,,,,,,,,,,,,,,,0
IAHPEK15,IAHPEK,OZ,15,,,,,0,0,0,,,,,,,,,0,0,,0,,,,,,,0
IAHTAO7,IAHTAO,OZ,7,,,,,,,,,,,,,,,,,,,0,,,,,,,0
JFKPEK26,JFKPEK,OZ,26,,,,,,,,,,,,,,,,0,,,,,0,,,,,0
NGOSHE5,NGOSHE,OZ,5,,,,,,,,,,,,,,,,,0,,,0,,,,,,0
NRTSHE5,NRTSHE,OZ,5,,,0,,,,,,,,,,,,,,,,,,,,,,,0
SEASHA8,SEASHA,OZ,8,,,,,,,0,,,,,,,,,,,,,,,,,,,0
SEASHE8,SEASHE,OZ,8,,,,,,0,,,,,,,,,,,,,,,,,,,,0
SFOHGH10,SFOHGH,OZ,10,,,,,,,,,,,,,,0,,,,,,,,,,,,0
MEXCAN11,MEXCAN,OZ,11,0,,,,,,,,,,,,,,,,,,,,,,,,,0
MEXDLC9,MEXDLC,OZ,9,,,,,,,,,,,,0,,,,,,,,,,,,,,0
MEXHGH7,MEXHGH,OZ,7,,,,,,,,,,,,,,,,,,0,,,,,,,,0
JFKXMN12,JFKXMN,PR,12,,,,,,,,,,,,,,,,,,0,,,,,,,,0
NRTXMN10,NRTXMN,PR,10,0,,,,0,,,,,,,,,,,,,0,0,,0,,,,,0
ORDXMN11,ORDXMN,PR,11,,,,,,,,,,0,,,,,,,,,,,,,,,,0
KIXCAN15,KIXCAN,SC,15,0,,,,,,,,,,,,,,,,,,0,,,,,,,0
KIXSHE10,KIXSHE,SC,10,,,,,,,,,,,,,,,,,,,0,,,,,,,0
NRTPEK13,NRTPEK,SC,13,,,,,,,,,,,,,,,,,,,,,0,,,,,0
JFKPVG29,JFKPVG,SQ,29,,,,,,,,,,,,,,,,,,,0,,,,,,,0
LAXFOC9,LAXFOC,SQ,9,,,,,,,,,,,,,0,,,,,,,,,,,,,0
LAXPEK18,LAXPEK,SQ,18,,,,,,,,,,0,,,,,,,,,,,,,,,,0
SEAPVG13,SEAPVG,SQ,13,,,,,,,,,,,,,,,,,,0,,,,,,,,0
SFOSHE9,SFOSHE,SQ,9,,,0,,,,,,,,,,,,,,,,,,,,,,,0
SYDSHE13,SYDSHE,SQ,13,,,,,,,,,,,,,,,,,,,,,0,,,,,0
LAXCAN17,LAXCAN,TG,17,0,,,,,,0,,,,,,,,,,,,,,,,,,,0
MEXCAN12,MEXCAN,TK,12,,,,,0,,,,,,,,,,,,,,,,,,,,,0
MEXPEK20,MEXPEK,TK,20,,,,,,,,0,,,,,,,,,,,,,,,,,,0
SYDPVG21,SYDPVG,TZ,21,,,,,,0,,,,,,,0,,,,,,,,,,,,,0
SYDSHE14,SYDSHE,TZ,14,,,,,,,,,,,,,,0,,,,,,,,,,,,0
SYDXMN15,SYDXMN,TZ,15,,,,,,,,,,,,0,,,,,,,,,,,,,,0
HNLHGH6,HNLHGH,UA,6,,,,,,,,,0,,,,,,,,,,,,,,,,,0
HNLXMN7,HNLXMN,UA,7,0,,,,,,,,,,,,,,,,,,,,,,,,,0
JFKCAN23,JFKCAN,UA,23,,,,,,,,,,,,,,,,,,,,,0,,,,,0
JFKFOC9,JFKFOC,UA,9,,,,,,,,,,,,,,,,,0,,,,,,,,,0
JFKHGH11,JFKHGH,UA,11,,,,,,,,,,,0,0,,,,,,,,,,,,,,0
JFKSHA8,JFKSHA,UA,8,,,0,,,,,,,,,,,,,,,,,,,,,,,0
JFKSHE11,JFKSHE,UA,11,,,,,,,,,,,,,,,,,,,0,,,,,,,0
LAXFOC10,LAXFOC,UA,10,,,,,,,,,,,0,,,,,,,,0,,,,,,,0
SEAXMN12,SEAXMN,UA,12,,,,,,,,,,,,,,,,0,,,,,,,,,,0
SJCPVG7,SJCPVG,UA,7,0,,,,,,,0,,,,,,,,,,,,,0,,,,,0
YVRCAN16,YVRCAN,UA,16,,,,,,0,,,,,,,,,,,,,,,,,,,,0
MEXFOC6,MEXFOC,UA,6,,,,,,,,,0,,,0,,,,,,,,,,,,,,0
IADPVG24,IADPVG,US,24,,,,,,,,0,,,,,,,,,,,,,,,,,,0
JFKPEK27,JFKPEK,US,27,0,,,,,,,,,,,,,,,,,,,,,,,,,0
LAXPEK19,LAXPEK,US,19,,,0,,,,,,,,,,,,,,,,,,,,,,,0
LAXPVG21,LAXPVG,US,21,0,,,0,,,0,0,,,,,,,,,,,,,,,,,,0
ORDPEK21,ORDPEK,US,21,,,0,,,,,,,,,,,,,,,,,,,,,,,0
ORDPVG20,ORDPVG,US,20,,0,,0,,,0,,,,,,,,,,,,,,,,,,,0
SYDWUH13,SYDWUH,VN,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0
HNDPEK11,HNDPEK,ZH,11,,,,,,,0,,,,,,,,,,,,,,,,,,,0
